gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Enterocytes_4	Enterocytes_3	Proliferating epithelial cells	Enterocytes_2	Enterocytes_1_1	Enterocytes_1_0	TA	Enteroendocrine	Goblet	Tuft	Endothelial cells 1	Smooth muscle cells	Stromal cells 1.2	Endothelial cells 2	Stromal cells 1.1	Lymphatic endothelial cells	Oligodendrocytes	Proliferating cells	Mesothelial cells	Stromal cells 2	Inflammatory Monocytes	DCs	Bcells	Neutrophils	Cd4	Ilc3	Tregs	Cd8	Ilc1	Cd8 effector	Proliferating	gd-tcells	Ilc2	NK cells	Plasma cells
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.222	0.153	0.151	0.051	0.053	0.061	0.205	0.177	0.227	0.038	0.012	0.346	0.483	0.008	0.503	0.003	0.5	0.085	0.613	0.579	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.0	0.045	0.0	0.024
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.222	0.153	0.151	0.051	0.053	0.061	0.205	0.177	0.227	0.038	0.012	0.346	0.483	0.008	0.503	0.003	0.5	0.085	0.613	0.579	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.0	0.045	0.0	0.024
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.222	0.153	0.151	0.051	0.053	0.061	0.205	0.177	0.227	0.038	0.012	0.346	0.483	0.008	0.503	0.003	0.5	0.085	0.613	0.579	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.0	0.045	0.0	0.024
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.222	0.153	0.151	0.051	0.053	0.061	0.205	0.177	0.227	0.038	0.012	0.346	0.483	0.008	0.503	0.003	0.5	0.085	0.613	0.579	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.0	0.045	0.0	0.024
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0A8F7D89F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.077	0.064	0.07	0.04	0.027	0.016	0.048	0.0	0.079	0.038	0.111	0.14	0.215	0.15	0.186	0.108	0.108	0.161	0.059	0.168	0.013	0.031	0.003	0.0	0.004	0.0	0.0	0.001	0.024	0.006	0.0	0.0	0.01	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.077	0.064	0.07	0.04	0.027	0.016	0.048	0.0	0.079	0.038	0.111	0.14	0.215	0.15	0.186	0.108	0.108	0.161	0.059	0.168	0.013	0.031	0.003	0.0	0.004	0.0	0.0	0.001	0.024	0.006	0.0	0.0	0.01	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.077	0.064	0.07	0.04	0.027	0.016	0.048	0.0	0.079	0.038	0.111	0.14	0.215	0.15	0.186	0.108	0.108	0.161	0.059	0.168	0.013	0.031	0.003	0.0	0.004	0.0	0.0	0.001	0.024	0.006	0.0	0.0	0.01	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.077	0.064	0.07	0.04	0.027	0.016	0.048	0.0	0.079	0.038	0.111	0.14	0.215	0.15	0.186	0.108	0.108	0.161	0.059	0.168	0.013	0.031	0.003	0.0	0.004	0.0	0.0	0.001	0.024	0.006	0.0	0.0	0.01	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CC045C36F28	0.077	0.064	0.07	0.04	0.027	0.016	0.048	0.0	0.079	0.038	0.111	0.14	0.215	0.15	0.186	0.108	0.108	0.161	0.059	0.168	0.013	0.031	0.003	0.0	0.004	0.0	0.0	0.001	0.024	0.006	0.0	0.0	0.01	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.077	0.064	0.07	0.04	0.027	0.016	0.048	0.0	0.079	0.038	0.111	0.14	0.215	0.15	0.186	0.108	0.108	0.161	0.059	0.168	0.013	0.031	0.003	0.0	0.004	0.0	0.0	0.001	0.024	0.006	0.0	0.0	0.01	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.077	0.064	0.07	0.04	0.027	0.016	0.048	0.0	0.079	0.038	0.111	0.14	0.215	0.15	0.186	0.108	0.108	0.161	0.059	0.168	0.013	0.031	0.003	0.0	0.004	0.0	0.0	0.001	0.024	0.006	0.0	0.0	0.01	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CC0104F2A96	0.171	0.116	0.155	0.066	0.062	0.061	0.184	0.202	0.106	0.023	0.039	0.031	0.106	0.076	0.092	0.015	0.037	0.019	0.059	0.051	0.057	0.019	0.036	0.0	0.03	0.0	0.0	0.045	0.052	0.05	0.053	0.023	0.119	0.0	0.028
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.171	0.116	0.155	0.066	0.062	0.061	0.184	0.202	0.106	0.023	0.039	0.031	0.106	0.076	0.092	0.015	0.037	0.019	0.059	0.051	0.057	0.019	0.036	0.0	0.03	0.0	0.0	0.045	0.052	0.05	0.053	0.023	0.119	0.0	0.028
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.171	0.116	0.155	0.066	0.062	0.061	0.184	0.202	0.106	0.023	0.039	0.031	0.106	0.076	0.092	0.015	0.037	0.019	0.059	0.051	0.057	0.019	0.036	0.0	0.03	0.0	0.0	0.045	0.052	0.05	0.053	0.023	0.119	0.0	0.028
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.171	0.116	0.155	0.066	0.062	0.061	0.184	0.202	0.106	0.023	0.039	0.031	0.106	0.076	0.092	0.015	0.037	0.019	0.059	0.051	0.057	0.019	0.036	0.0	0.03	0.0	0.0	0.045	0.052	0.05	0.053	0.023	0.119	0.0	0.028
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	0.171	0.116	0.155	0.066	0.062	0.061	0.184	0.202	0.106	0.023	0.039	0.031	0.106	0.076	0.092	0.015	0.037	0.019	0.059	0.051	0.057	0.019	0.036	0.0	0.03	0.0	0.0	0.045	0.052	0.05	0.053	0.023	0.119	0.0	0.028
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CC0947744F4	0.04	0.036	0.052	0.007	0.017	0.0	0.107	0.035	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.04	0.036	0.052	0.007	0.017	0.0	0.107	0.035	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.04	0.036	0.052	0.007	0.017	0.0	0.107	0.035	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.171	0.116	0.155	0.051	0.062	0.061	0.184	0.202	0.106	0.038	0.012	0.14	0.219	0.008	0.186	0.003	0.108	0.085	0.059	0.168	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.142	0.045	0.0	0.037
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.171	0.116	0.155	0.051	0.062	0.061	0.184	0.202	0.106	0.038	0.012	0.14	0.219	0.008	0.186	0.003	0.108	0.085	0.059	0.168	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.142	0.045	0.0	0.037
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.171	0.116	0.155	0.051	0.062	0.061	0.184	0.202	0.106	0.038	0.012	0.14	0.219	0.008	0.186	0.003	0.108	0.085	0.059	0.168	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.142	0.045	0.0	0.037
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.171	0.116	0.155	0.051	0.062	0.061	0.184	0.202	0.106	0.038	0.012	0.14	0.219	0.008	0.186	0.003	0.108	0.085	0.059	0.168	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.142	0.045	0.0	0.037
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.171	0.116	0.155	0.051	0.062	0.061	0.184	0.202	0.106	0.038	0.012	0.14	0.219	0.008	0.186	0.003	0.108	0.085	0.059	0.168	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.142	0.045	0.0	0.037
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.171	0.116	0.155	0.051	0.062	0.061	0.184	0.202	0.106	0.038	0.012	0.14	0.219	0.008	0.186	0.003	0.108	0.085	0.059	0.168	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.142	0.045	0.0	0.037
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.171	0.116	0.155	0.051	0.062	0.061	0.184	0.202	0.106	0.038	0.012	0.14	0.219	0.008	0.186	0.003	0.108	0.085	0.059	0.168	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.003	0.0	0.022	0.025	0.142	0.045	0.0	0.037
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.001	0.0	0.005	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.016	0.02	0.023	0.022	0.0	0.014	0.04	0.0	0.015	0.0	0.045	0.034	0.01	0.033	0.028	0.057	0.05	0.053	0.113	0.033	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.016	0.02	0.023	0.022	0.0	0.014	0.04	0.0	0.015	0.0	0.045	0.034	0.01	0.033	0.028	0.057	0.05	0.053	0.113	0.033	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.016	0.02	0.023	0.022	0.0	0.014	0.04	0.0	0.015	0.0	0.045	0.034	0.01	0.033	0.028	0.057	0.05	0.053	0.113	0.033	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
